Warehouse,Item,Item Description,Inventory Status,Lot,On Hand Qty,Allocated Qty,In Transit Qty,Company,Aging Date
Brampton,PS1218BLK5PKNOMAT,PS1218BLK5PKNOMAT,Available,,60,0,0,AMFLAT,2026-01-15T22:35:25.51
Brampton,PS1319BK5PK,PS1319BK5PK,Available,,60,0,0,AMFLAT,2026-01-14T19:18:57.417
Brampton,PS1319BK5PK,PS1319BK5PK,Available,,45,0,0,AMFLAT,2026-01-14T19:18:57.417
Brampton,PS1319BK5PK,PS1319BK5PK,Available,,20,0,0,AMFLAT,2026-01-14T19:18:57.417
Brampton,PS1319BK5PK,PS1319BK5PK,Available,,45,0,0,AMFLAT,2026-01-14T19:18:57.417
Brampton,PS1319BK5PK,PS1319BK5PK,Available,,5,5,0,AMFLAT,2026-01-14T19:18:57.417
Brampton,PS1319BLK5PKNOMAT,PS1319BLK5PKNOMAT,Available,,70,0,0,AMFLAT,2026-01-14T19:18:50.82
Brampton,PS1319BLK5PKNOMAT,PS1319BLK5PKNOMAT,Available,,5,0,0,AMFLAT,2026-01-14T19:18:50.82
Brampton,PS1622BLK12182PK,PS1622BLK12182PK,Available,,42,0,0,AMFLAT,2026-01-19T15:30:35.947
Brampton,PS1622BLK12182PK,PS1622BLK12182PK,Available,,6,6,0,AMFLAT,2026-01-19T15:30:35.947
Brampton,PS1622BLK12182PK,PS1622BLK12182PK,Available,,24,0,0,AMFLAT,2026-01-19T15:30:35.947
Brampton,PS912BK5PK,PS912BK5PK,Available,,72,0,0,AMFLAT,2026-01-14T19:18:32.04
Brampton,SB0810BK,"Americanflat 8x10 Shadow Box Frame with Soft Linen Back - Display Memorabilia, Pins, Awards, Medals,",Available,,108,0,0,AMFLAT,2026-03-17T16:01:09.88
Brampton,SB1114WH,Americanflat 11x14 Shadow Box Frame in White with Soft Linen Back - Composite Wood with Shatter Resi,Available,,30,0,0,AMFLAT,2026-03-17T16:02:47.347
Brampton,SB1114WH,Americanflat 11x14 Shadow Box Frame in White with Soft Linen Back - Composite Wood with Shatter Resi,Available,,24,24,0,AMFLAT,2026-03-17T16:02:47.347
Brampton,SB1114WH,Americanflat 11x14 Shadow Box Frame in White with Soft Linen Back - Composite Wood with Shatter Resi,Available,,84,0,0,AMFLAT,2026-03-17T16:02:47.347
Brampton,SB1114WH,Americanflat 11x14 Shadow Box Frame in White with Soft Linen Back - Composite Wood with Shatter Resi,Available,,48,0,0,AMFLAT,2026-03-17T16:02:47.347
Brampton,SGFT0203BLK,SGFT0203BLK,Available,,198,0,0,AMFLAT,2026-03-17T00:48:20.263
Brampton,SHOW7174BLKOMBRE,SHOW7174BLKOMBRE,Available,,60,0,0,AMFLAT,2026-01-14T19:18:18.493
Brampton,SHOW7174BLUOMBRE,SHOW7174BLUOMBRE,Available,,60,0,0,AMFLAT,2026-01-14T19:18:11.43
Brampton,SHOW7174GRNOMBRE,SHOW7174GRNOMBRE,Available,,60,0,0,AMFLAT,2026-01-14T19:18:00.063
Brampton,SHOW7174PNKOMBRE,SHOW7174PNKOMBRE,Available,,60,0,0,AMFLAT,2026-01-14T19:17:52.943
Brampton,SHOW7174SBGD,SHOW7174SBGD,Available,,20,20,0,AMFLAT,2026-01-14T19:17:40.167
Brampton,SHOW7174SBGD,SHOW7174SBGD,Available,,20,0,0,AMFLAT,2026-01-14T19:17:40.167
Brampton,SHOW7174SBLU,SHOW7174SBLU,Available,,60,0,0,AMFLAT,2026-01-14T19:17:21.6
Brampton,SHOW7174SGRY,SHOW7174SGRY,Available,,60,0,0,AMFLAT,2026-01-14T19:17:14.837
Brampton,SHOW7174SGRYOMBRE,SHOW7174SGRYOMBRE,Available,,40,0,0,AMFLAT,2026-01-14T19:17:04.39
Brampton,SHOW7174SSGRN,SHOW7174SSGRN,Available,,60,0,0,AMFLAT,2026-01-14T19:16:56.853
Brampton,SIFBLK11143PK,"Americanflat 11x14 Picture Frame in Black - Set of 3 - 11x14 Frame with Slimline Molding, Plexiglass",Available,,238,0,0,AMFLAT,2025-04-02T16:46:52.177
Brampton,SIFBLK11143PK,"Americanflat 11x14 Picture Frame in Black - Set of 3 - 11x14 Frame with Slimline Molding, Plexiglass",Available,,6,0,0,AMFLAT,2025-04-11T18:36:43.593
Brampton,SIFBLK11173PK,"Americanflat 11x17 Picture Frame in Black - Set of 3 - 11x17 Frame with Slimline Molding, Plexiglass",Available,,210,0,0,AMFLAT,2025-04-01T17:01:14.29
Brampton,SIFBLK11173PK,"Americanflat 11x17 Picture Frame in Black - Set of 3 - 11x17 Frame with Slimline Molding, Plexiglass",Available,,224,0,0,AMFLAT,2025-04-01T17:01:14.29
Brampton,SIFBLK11173PK,"Americanflat 11x17 Picture Frame in Black - Set of 3 - 11x17 Frame with Slimline Molding, Plexiglass",Available,,217,0,0,AMFLAT,2025-04-01T17:01:14.29
Brampton,SIFBLK11173PK,"Americanflat 11x17 Picture Frame in Black - Set of 3 - 11x17 Frame with Slimline Molding, Plexiglass",Available,,154,0,0,AMFLAT,2025-04-01T17:01:14.29
Brampton,SIFBLK11173PK,"Americanflat 11x17 Picture Frame in Black - Set of 3 - 11x17 Frame with Slimline Molding, Plexiglass",Available,,224,0,0,AMFLAT,2025-04-01T17:01:14.29
Brampton,SIFBLK11173PK,"Americanflat 11x17 Picture Frame in Black - Set of 3 - 11x17 Frame with Slimline Molding, Plexiglass",Available,,224,0,0,AMFLAT,2025-04-01T17:01:14.29
Brampton,SIFBLK11173PK,"Americanflat 11x17 Picture Frame in Black - Set of 3 - 11x17 Frame with Slimline Molding, Plexiglass",Available,,70,0,0,AMFLAT,2025-04-01T17:01:14.29
Brampton,SIFBLK12163PK,"Americanflat 12x16 Picture Frame in Black - Set of 3 - 12x16 Frame with Slimline Molding, Plexiglass",Available,,91,0,0,AMFLAT,2025-04-01T16:36:28.333
Brampton,SIFBLK12163PK,"Americanflat 12x16 Picture Frame in Black - Set of 3 - 12x16 Frame with Slimline Molding, Plexiglass",Available,,252,0,0,AMFLAT,2025-04-01T16:36:28.333
Brampton,SIFBLK12163PK,"Americanflat 12x16 Picture Frame in Black - Set of 3 - 12x16 Frame with Slimline Molding, Plexiglass",Available,,252,0,0,AMFLAT,2025-04-01T16:36:28.333
Brampton,SIFBLK12163PK,"Americanflat 12x16 Picture Frame in Black - Set of 3 - 12x16 Frame with Slimline Molding, Plexiglass",Available,,189,0,0,AMFLAT,2025-04-01T16:36:28.333
Brampton,SIFBLK12163PK,"Americanflat 12x16 Picture Frame in Black - Set of 3 - 12x16 Frame with Slimline Molding, Plexiglass",Available,,238,0,0,AMFLAT,2025-04-01T16:36:28.333
Brampton,SIFBLK12183PK,"Americanflat 12x18 Poster Frame in Black - Set of 3 - 12x18 Frame with Slimline Molding, Plexiglass",Available,,7,0,0,AMFLAT,2025-04-11T15:11:58.803
Brampton,SIFBLK13193PK,"Americanflat 13x19 Picture Frame in Black - Set of 3 - 13x19 Frame with Slimline Molding, Plexiglass",Available,,63,0,0,AMFLAT,2026-01-16T18:55:21.52
Brampton,SIFBLK20303PK,"Americanflat 20x30 Poster Frame in Black - Set of 3 - 20x30 Frame with Slimline Molding, Plexiglass",Available,,63,0,0,AMFLAT,2025-04-01T17:01:54.37
Brampton,SIFBLK20303PK,"Americanflat 20x30 Poster Frame in Black - Set of 3 - 20x30 Frame with Slimline Molding, Plexiglass",Available,,66,0,0,AMFLAT,2025-04-01T17:01:54.37
Brampton,SIFBLK20303PK,"Americanflat 20x30 Poster Frame in Black - Set of 3 - 20x30 Frame with Slimline Molding, Plexiglass",Available,,69,0,0,AMFLAT,2025-04-01T17:01:54.37
Brampton,SIFBLK20303PK,"Americanflat 20x30 Poster Frame in Black - Set of 3 - 20x30 Frame with Slimline Molding, Plexiglass",Available,,66,0,0,AMFLAT,2025-04-01T17:01:54.37
Brampton,SIFBLK24363PK,"Americanflat 24x36 Poster Frame in Black - Set of 3 - 24x36 Frame with Slimline Molding, Plexiglass",Available,,21,0,0,AMFLAT,2025-04-01T17:03:02.73
Brampton,SIFBLK24363PK,"Americanflat 24x36 Poster Frame in Black - Set of 3 - 24x36 Frame with Slimline Molding, Plexiglass",Available,,30,0,0,AMFLAT,2025-04-01T17:03:02.73
Brampton,SIFBLK24363PK,"Americanflat 24x36 Poster Frame in Black - Set of 3 - 24x36 Frame with Slimline Molding, Plexiglass",Available,,15,0,0,AMFLAT,2025-04-01T17:03:02.73
Brampton,SIFBLK24363PK,"Americanflat 24x36 Poster Frame in Black - Set of 3 - 24x36 Frame with Slimline Molding, Plexiglass",Available,,33,0,0,AMFLAT,2025-04-01T17:03:02.73
Brampton,SIFF1616BLK57,0,Available,,90,0,0,AMFLAT,2026-01-16T19:44:19.563
Brampton,SIFF2020BLK810,0,Available,,12,0,0,AMFLAT,2026-01-27T16:17:11.727
Brampton,WB0810DFBLK,WB0810DFBLK,Available,,60,0,0,AMFLAT,2026-01-14T19:38:56.577
Brampton,WB0810DFBLK,WB0810DFBLK,Available,,10,10,0,AMFLAT,2026-01-14T19:38:56.577
Brampton,WB1218WHPC,WB1218WHPC,Available,,60,0,0,AMFLAT,2026-01-14T19:16:36.32
Brampton,WB1824PBRASS,WB1824PBRASS,Available,,42,0,0,AMFLAT,2026-01-14T19:16:13.763
Brampton,WB1824WALNUT,WB1824WALNUT,Available,,54,54,0,AMFLAT,2026-01-14T19:16:03.543
Brampton,WB1824WHPC,WB1824WHPC,Available,,24,0,0,AMFLAT,2026-01-14T19:15:22.257
Brampton,WB2024BKPC,WB2024BKPC,Available,,48,48,0,AMFLAT,2026-01-14T19:15:55.35
Brampton,WB2030PBRASS,WB2030PBRASS,Available,,32,0,0,AMFLAT,2026-01-14T19:38:38.863
Brampton,WB2030WHPC,WB2030WHPC,Available,,48,0,0,AMFLAT,2026-01-14T19:38:19.037
Brampton,WB2030WHPC,WB2030WHPC,Available,,4,4,0,AMFLAT,2026-01-14T19:38:19.037
Brampton,WB2228BKPC,WB2228BKPC,Available,,4,4,0,AMFLAT,2026-01-14T19:37:40.89
Brampton,WB2228BKPC,WB2228BKPC,Available,,4,0,0,AMFLAT,2026-01-14T19:37:40.89
Brampton,WB2228BKPC,WB2228BKPC,Available,,56,0,0,AMFLAT,2026-01-14T19:37:40.89
Brampton,WB2436MAHPC,WB2436MAHPC,Available,,56,0,0,AMFLAT,2026-01-14T19:37:58.877
Brampton,WB2436MAHPC,WB2436MAHPC,Available,,16,0,0,AMFLAT,2026-01-14T19:37:58.877
Brampton,WB2436PBRASSPC,WB2436PBRASSPC,Available,,12,0,0,AMFLAT,2026-01-14T19:37:50.577
Brampton,WB2436PBRASSPC,WB2436PBRASSPC,Available,,4,4,0,AMFLAT,2026-01-14T19:37:50.577
Brampton,WB2436PBRASSPC,WB2436PBRASSPC,Available,,48,0,0,AMFLAT,2026-01-14T19:37:50.577
Brampton,WMW0810BLK57,WMW0810BLK57,Available,,435,0,0,AMFLAT,2026-03-17T16:05:46.14
Brampton,WMW2228BLK1824,WMW2228BLK1824,Available,,24,0,0,AMFLAT,2026-03-17T16:06:04.593
Brampton,WMW2228BLK1824,WMW2228BLK1824,Available,,18,0,0,AMFLAT,2026-03-17T16:06:04.593
Brampton,WMW2434BLK2030,WMW2434BLK2030,Available,,30,0,0,AMFLAT,2026-03-17T16:06:12.83
Brampton,WMW2434BLK2030,WMW2434BLK2030,Available,,30,0,0,AMFLAT,2026-03-17T16:06:12.83
Brampton,WMW2434BLK2030,WMW2434BLK2030,Available,,10,10,0,AMFLAT,2026-03-17T16:06:12.83
Brampton,WMW2840BLK2436,WMW2840BLK2436,Available,,8,8,0,AMFLAT,2026-03-17T16:06:25.7
Brampton,WMW2840BLK2436,WMW2840BLK2436,Available,,8,0,0,AMFLAT,2026-03-17T16:06:25.7
Brampton,WMW2840BLK2436,WMW2840BLK2436,Available,,48,0,0,AMFLAT,2026-03-17T16:06:25.7
