defect,detail,title,size,category,upc,sku,price,in_stock,url,offer_id
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 12x12,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 12x12 / Brown,12x12,Picture Frame,00810131994419,,19.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365079110
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 12x12,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 12x12 / Distressed Black,12x12,Picture Frame,00850046180866,,17.99,no,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365013574
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 12x12,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 12x12 / Distressed White,12x12,Picture Frame,00810131994457,,19.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365210182
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 12x12,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 12x12 / Gold,12x12,Picture Frame,00810131994433,,19.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365144646
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 12x12,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 12x12 / Grey,12x12,Picture Frame,00810131994402,,19.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365046342
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 12x12,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 12x12 / Natural Oak,12x12,Picture Frame,00810131994426,,19.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365111878
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 12x12,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 12x12 / Silver,12x12,Picture Frame,00810131994440,,14.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365177414
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 12x15,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 12x15 / Brown,12x15,Picture Frame,00810131994471,,19.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365308486
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 12x15,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 12x15 / Distressed Black,12x15,Picture Frame,00810131992217,,19.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365242950
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 12x15,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 12x15 / Distressed White,12x15,Picture Frame,00810131994518,,19.99,no,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365439558
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 12x15,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 12x15 / Gold,12x15,Picture Frame,00810131994495,,19.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365341254
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 12x15,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 12x15 / Grey,12x15,Picture Frame,00810131994464,,19.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365275718
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 12x15,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 12x15 / Natural Oak,12x15,Picture Frame,00810131994488,,19.99,no,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365406790
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 12x15,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 12x15 / Silver,12x15,Picture Frame,00810131994501,,14.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365374022
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x10,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 8x10 / Brown,8x10,Picture Frame,00810131993993,,12.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365701702
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x10,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 8x10 / Distressed Black,8x10,Picture Frame,00850046180842,,11.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365668934
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x10,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 8x10 / Distressed White,8x10,Picture Frame,00810131994037,,11.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365832774
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x10,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 8x10 / Gold,8x10,Picture Frame,00810131994013,,12.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365767238
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x10,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 8x10 / Grey,8x10,Picture Frame,00810131993986,,12.99,no,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365865542
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x10,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 8x10 / Natural Oak,8x10,Picture Frame,00810131994006,,12.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365734470
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x10,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 8x10 / Silver,8x10,Picture Frame,00810131994020,,12.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365800006
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x8,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 8x8 / Brown,8x8,Picture Frame,00810131993931,,10.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365931078
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x8,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 8x8 / Distressed Black,8x8,Picture Frame,00850046180835,,9.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365898310
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x8,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 8x8 / Distressed White,8x8,Picture Frame,00810131993979,,9.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103366094918
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x8,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 8x8 / Gold,8x8,Picture Frame,00810131993955,,10.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103366029382
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x8,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 8x8 / Grey,8x8,Picture Frame,00810131993924,,9.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365963846
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x8,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 8x8 / Natural Oak,8x8,Picture Frame,00810131993948,,9.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103365996614
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x8,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 8x8 / Silver,8x8,Picture Frame,00810131993962,,10.99,no,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103366062150
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 9x11,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 9x11 / Brown,9x11,Picture Frame,00810131994112,,12.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103366160454
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 9x11,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 9x11 / Distressed Black,9x11,Picture Frame,00810131992194,,11.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103366127686
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 9x11,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 9x11 / Distressed White,9x11,Picture Frame,00810131994150,,12.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103366324294
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 9x11,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 9x11 / Gold,9x11,Picture Frame,00810131994136,,12.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103366258758
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 9x11,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 9x11 / Grey,9x11,Picture Frame,00810131994105,,12.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103366225990
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 9x11,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 9x11 / Natural Oak,9x11,Picture Frame,00810131994129,,12.99,no,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103366193222
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 9x11,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 9x11 / Silver,9x11,Picture Frame,00810131994143,,12.99,no,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103366291526
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 9x9,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 9x9 / Brown,9x9,Picture Frame,00810131994051,,11.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103366389830
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 9x9,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 9x9 / Distressed Black,9x9,Picture Frame,00810131992187,,10.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103366357062
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 9x9,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 9x9 / Distressed White,9x9,Picture Frame,00810131994099,,11.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103366520902
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 9x9,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 9x9 / Gold,9x9,Picture Frame,00810131994075,,11.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103366553670
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 9x9,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 9x9 / Grey,9x9,Picture Frame,00810131994044,,11.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103366422598
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 9x9,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 9x9 / Natural Oak,9x9,Picture Frame,00810131994068,,11.99,yes,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103366455366
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 9x9,5x7 with 4x6 Mat | Picture Frame | Grey | Modern - Premium Quality 9x9 / Silver,9x9,Picture Frame,00810131994082,,11.99,no,https://americanflat.com/products/picture-frame-with-mat-wide-frame-shatter-resistant-glass-hanging-hardware-and-easle-included,shopify_US_7302682935366_41103366488134
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 11x14,5x7 with 4x6 Mat | Shadow Box Frame | Black | Modern - Premium Quality 11x14 / Driftwood,11x14,Shadow Box,,,13.99,no,https://americanflat.com/products/shadow-box-frame-with-mat-and-soft-linen-back-small-shadow-box-frame-with-engineered-wood,shopify_US_7314075091014_45167904686150
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 12x16,5x7 with 4x6 Mat | Shadow Box Frame | Black | Modern - Premium Quality 12x16 / Mahogany,12x16,Shadow Box,,,14.99,no,https://americanflat.com/products/shadow-box-frame-with-mat-and-soft-linen-back-small-shadow-box-frame-with-engineered-wood,shopify_US_7314075091014_45167904817222
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 12x16,5x7 with 4x6 Mat | Shadow Box Frame | Black | Modern - Premium Quality 12x16 / White,12x16,Shadow Box,,,13.99,no,https://americanflat.com/products/shadow-box-frame-with-mat-and-soft-linen-back-small-shadow-box-frame-with-engineered-wood,shopify_US_7314075091014_45167904849990
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 16x20,5x7 with 4x6 Mat | Shadow Box Frame | Black | Modern - Premium Quality 16x20 / Black,16x20,Shadow Box,,,13.99,no,https://americanflat.com/products/shadow-box-frame-with-mat-and-soft-linen-back-small-shadow-box-frame-with-engineered-wood,shopify_US_7314075091014_45167904882758
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 16x20,5x7 with 4x6 Mat | Shadow Box Frame | Black | Modern - Premium Quality 16x20 / Driftwood,16x20,Shadow Box,00810131997816,,39.99,no,https://americanflat.com/products/shadow-box-frame-with-mat-and-soft-linen-back-small-shadow-box-frame-with-engineered-wood,shopify_US_7314075091014_41134141964358
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 16x20,5x7 with 4x6 Mat | Shadow Box Frame | Black | Modern - Premium Quality 16x20 / Driftwood,16x20,Shadow Box,,,13.99,no,https://americanflat.com/products/shadow-box-frame-with-mat-and-soft-linen-back-small-shadow-box-frame-with-engineered-wood,shopify_US_7314075091014_45167904915526
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x10,5x7 with 4x6 Mat | Shadow Box Frame | Black | Modern - Premium Quality 8x10 / Driftwood,8x10,Shadow Box,,,13.99,no,https://americanflat.com/products/shadow-box-frame-with-mat-and-soft-linen-back-small-shadow-box-frame-with-engineered-wood,shopify_US_7314075091014_45167904522310
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x10,5x7 with 4x6 Mat | Shadow Box Frame | Black | Modern - Premium Quality 8x10 / Walnut,8x10,Shadow Box,,,13.99,no,https://americanflat.com/products/shadow-box-frame-with-mat-and-soft-linen-back-small-shadow-box-frame-with-engineered-wood,shopify_US_7314075091014_45167905013830
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x10,5x7 with 4x6 Mat | Shadow Box Frame | Black | Modern - Premium Quality 8x10 / White,8x10,Shadow Box,,,13.99,no,https://americanflat.com/products/shadow-box-frame-with-mat-and-soft-linen-back-small-shadow-box-frame-with-engineered-wood,shopify_US_7314075091014_45167904587846
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x8,5x7 with 4x6 Mat | Shadow Box Frame | Black | Modern - Premium Quality 8x8 / Black,8x8,Shadow Box,,,13.99,no,https://americanflat.com/products/shadow-box-frame-with-mat-and-soft-linen-back-small-shadow-box-frame-with-engineered-wood,shopify_US_7314075091014_45167904424006
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x8,5x7 with 4x6 Mat | Shadow Box Frame | Black | Modern - Premium Quality 8x8 / Driftwood,8x8,Shadow Box,00810131997519,,13.99,no,https://americanflat.com/products/shadow-box-frame-with-mat-and-soft-linen-back-small-shadow-box-frame-with-engineered-wood,shopify_US_7314075091014_41134141177926
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 11x14,5x7 | Floating Picture Frame | Black | Modern - Premium Quality 11x14 / Black,11x14,Picture Frame,00789075280929,,21.99,yes,https://americanflat.com/products/floating-picture-frame-crystal-clear-glass,shopify_US_7975222673478_43881596223558
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 11x14,5x7 | Floating Picture Frame | Black | Modern - Premium Quality 11x14 / Dark Oak,11x14,Picture Frame,00810029116725,,21.99,yes,https://americanflat.com/products/floating-picture-frame-crystal-clear-glass,shopify_US_7975222673478_43881596256326
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 11x14,5x7 | Floating Picture Frame | Black | Modern - Premium Quality 11x14 / Polished Brass,11x14,Picture Frame,00810029116718,,21.99,yes,https://americanflat.com/products/floating-picture-frame-crystal-clear-glass,shopify_US_7975222673478_43881596289094
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 11x14,5x7 | Floating Picture Frame | Black | Modern - Premium Quality 11x14 / White,11x14,Picture Frame,00810029116695,,21.99,yes,https://americanflat.com/products/floating-picture-frame-crystal-clear-glass,shopify_US_7975222673478_43881596321862
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 12x18,5x7 | Floating Picture Frame | Black | Modern - Premium Quality 12x18 / Black,12x18,Picture Frame,00850038117665,,29.99,no,https://americanflat.com/products/floating-picture-frame-crystal-clear-glass,shopify_US_7975222673478_43881596354630
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8.5x11,5x7 | Floating Picture Frame | Black | Modern - Premium Quality 8.5x11 / Black,8.5x11,Picture Frame,00789075281148,,14.99,yes,https://americanflat.com/products/floating-picture-frame-crystal-clear-glass,shopify_US_7975222673478_43881596420166
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8.5x11,5x7 | Floating Picture Frame | Black | Modern - Premium Quality 8.5x11 / White,8.5x11,Picture Frame,00810029116749,,14.99,yes,https://americanflat.com/products/floating-picture-frame-crystal-clear-glass,shopify_US_7975222673478_43881596387398
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x10,5x7 | Floating Picture Frame | Black | Modern - Premium Quality 8x10 / Black,8x10,Picture Frame,00789075280899,,14.99,no,https://americanflat.com/products/floating-picture-frame-crystal-clear-glass,shopify_US_7975222673478_43881596158022
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x10,5x7 | Floating Picture Frame | Black | Modern - Premium Quality 8x10 / White,8x10,Picture Frame,00810029116732,,14.99,no,https://americanflat.com/products/floating-picture-frame-crystal-clear-glass,shopify_US_7975222673478_43881596190790
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x10,5x7 | Hinged Picture Frame | Black | Modern - Premium Quality 8x10 / Black,8x10,Picture Frame,00810029110433,,17.99,yes,https://americanflat.com/products/hinged-double-picture-frame-without-mat,shopify_US_7976732819526_43893435039814
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x10,5x7 | Hinged Picture Frame | Black | Modern - Premium Quality 8x10 / Mahogany,8x10,Picture Frame,00810029112017,,19.99,yes,https://americanflat.com/products/hinged-double-picture-frame-without-mat,shopify_US_7976732819526_43893435072582
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 8x10,5x7 | Hinged Picture Frame | Black | Modern - Premium Quality 8x10 / White,8x10,Picture Frame,00810029112000,,19.99,no,https://americanflat.com/products/hinged-double-picture-frame-without-mat,shopify_US_7976732819526_43893435105350
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 11x11,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality 11x11 / Black / 2 Pack,11x11,Picture Frame,00850036047520,,19.99,yes,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_7297082359878_44926550376518
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 11x13,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality 11x13 / Black / 2 Pack,11x13,Picture Frame,00850036047025,,21.99,no,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_7297082359878_44926550409286
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 11x14,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality 11x14 / Black / 2 Pack,11x14,Picture Frame,00758381223807,,22.99,no,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_7297082359878_45159376683078
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 11x14,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality 11x14 / Black / 4 Pack,11x14,Picture Frame,00850037537563,,39.99,no,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_7297082359878_41087682412614
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 11x14,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality 11x14 / Driftwood / 2 Pack,11x14,Picture Frame,00850037537631,,23.99,no,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_7297082359878_44926550442054
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 11x14,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality 11x14 / Gold / 2 Pack,11x14,Picture Frame,00850037537662,,23.99,yes,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_7297082359878_44926550507590
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 11x14,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality 11x14 / Lightwood / 2 Pack,11x14,Picture Frame,00850037537648,,23.99,no,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_7297082359878_44926550474822
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 11x14,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality 11x14 / Lightwood / 2 Pack,11x14,Picture Frame,00850037537648,,23.99,no,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_8423987871814_45167841607750
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 11x14,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality 11x14 / Oak / 2 Pack,11x14,Picture Frame,00850037537655,,23.99,no,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_7297082359878_45159376781382
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 11x14,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality 11x14 / Silver / 2 Pack,11x14,Picture Frame,00850037537679,,23.99,no,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_7297082359878_44926550540358
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 11x14,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality 11x14 / Walnut / 2 Pack,11x14,Picture Frame,00850037537686,,13.99,yes,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_7297082359878_44926550573126
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 11x14,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality 11x14 / White / 1 Pack,11x14,Picture Frame,00659699677989,,12.99,yes,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_7297082359878_45159376617542
variant size vs title size,the title also names 5x7 (the parent listing's size); the variant actually sold here is 11x14,5x7 | Picture Frame | Set of 4 | Black | Modern - Premium Quality 11x14 / White / 2 Pack,11x14,Picture Frame,00810029119528,,13.99,yes,https://americanflat.com/products/picture-frame-with-mat-set-of-4-engineered-wood-photo-frame-with-shatter-resistant-glass,shopify_US_7297082359878_44926550605894
