defect,detail,title,size,category,upc,sku,price,in_stock,url,offer_id
description contradicts title size,"description quotes 12x12, 15x15 but the title says 11x11 -- trust 11x11",11x11 Black - Use as 8x8 Frame with Mat or 11x11 Frame Without Mat - Picture Frame,11x11,Picture Frame,00810029118545,LX1111BLK,12.99,yes,https://americanflat.com/products/11x11-black-use-as-8x8-frame-with-mat-or-11x11-frame-without-mat-picture-frame,shopify_US_7274309582918_41006078328902
description contradicts title size,description quotes 8.5x11 but the title says 11x14 -- trust 11x14,11x14 with 8.5x11 Mat | Diploma Frame | 2 Pack | Driftwood | Modern 11x14 / White / White,11x14,Picture Frame,00850037537525,,19.99,yes,https://americanflat.com/products/americanflat-diploma-frames-set-of-2-with-8-5x11-mat-wall-display,shopify_US_7972754620486_43869865181254
description contradicts title size,description quotes 16x20 but the title says 11x14 -- trust 11x14,11x14 | Matted to 4x6 | Black | Signature Matted Engineered Wood Collage Frame | 4 Opening | Americanflat,11x14,Collage Frame,00791398917802,MW1114BK546,13.99,yes,https://americanflat.com/products/americanflat-16x20-collage-picture-frame-fits-one-6x8-four-5x7-and-four-4x4-photos-or-one-16x20-photo,shopify_US_7607908040774_46243812540486
description contradicts title size,description quotes 16x20 but the title says 11x14 -- trust 11x14,11x14 | Matted to 4x6 | Driftwood | Signature Matted Engineered Wood Collage Frame | 5 Opening | Americanflat,11x14,Collage Frame,00810029115834,MW1114DWOOD546,10.99,yes,https://americanflat.com/products/americanflat-16x20-collage-picture-frame-fits-one-6x8-four-5x7-and-four-4x4-photos-or-one-16x20-photo,shopify_US_7607908040774_46243812180038
description contradicts title size,description quotes 16x20 but the title says 11x14 -- trust 11x14,11x14 | Matted to 4x6 | Gold | Signature Matted Engineered Wood Collage Frame | 5 Opening | Americanflat,11x14,Collage Frame,00810029115872,MW1114PBRASS546,14.99,yes,https://americanflat.com/products/americanflat-16x20-collage-picture-frame-fits-one-6x8-four-5x7-and-four-4x4-photos-or-one-16x20-photo,shopify_US_7607908040774_46243812245574
description contradicts title size,description quotes 16x20 but the title says 11x14 -- trust 11x14,11x14 | Matted to 4x6 | Lightwood | Signature Matted Engineered Wood Collage Frame | 5 Opening | Americanflat,11x14,Collage Frame,00810029115858,MW1114LWOOD546,9.99,yes,https://americanflat.com/products/americanflat-16x20-collage-picture-frame-fits-one-6x8-four-5x7-and-four-4x4-photos-or-one-16x20-photo,shopify_US_7607908040774_46243812278342
description contradicts title size,description quotes 16x20 but the title says 11x14 -- trust 11x14,11x14 | Matted to 4x6 | Oak | Signature Matted Engineered Wood Collage Frame | 5 Opening | Americanflat,11x14,Collage Frame,00810029115841,MW1114OAK546,14.99,yes,https://americanflat.com/products/americanflat-16x20-collage-picture-frame-fits-one-6x8-four-5x7-and-four-4x4-photos-or-one-16x20-photo,shopify_US_7607908040774_46243812343878
description contradicts title size,description quotes 16x20 but the title says 11x14 -- trust 11x14,11x14 | Matted to 4x6 | Silver | Signature Matted Engineered Wood Collage Frame | 5 Opening | Americanflat,11x14,Collage Frame,00810029115889,MW1114PNICKEL546,17.99,no,https://americanflat.com/products/americanflat-16x20-collage-picture-frame-fits-one-6x8-four-5x7-and-four-4x4-photos-or-one-16x20-photo,shopify_US_7607908040774_46243812311110
description contradicts title size,description quotes 16x20 but the title says 11x14 -- trust 11x14,11x14 | Matted to 4x6 | Walnut | Signature Matted Engineered Wood Collage Frame | 5 Opening | Americanflat,11x14,Collage Frame,00810029115865,MW1114WALNUT546,15.99,no,https://americanflat.com/products/americanflat-16x20-collage-picture-frame-fits-one-6x8-four-5x7-and-four-4x4-photos-or-one-16x20-photo,shopify_US_7607908040774_46243812212806
description contradicts title size,"description quotes 16x16, 5x7 but the title says 10x10 -- trust 10x10",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 10x10 / Black / 4x4,10x10,Picture Frame,00198301386814,,11.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810576454
description contradicts title size,"description quotes 16x16, 5x7 but the title says 10x10 -- trust 10x10",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 10x10 / White / 4x4,10x10,Picture Frame,00198301386821,,11.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810543686
description contradicts title size,"description quotes 16x16, 5x7 but the title says 11x14 -- trust 11x14",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 11x14 / Black / 2x3,11x14,Picture Frame,00198301386876,,12.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810510918
description contradicts title size,"description quotes 16x16, 5x7 but the title says 11x14 -- trust 11x14",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 11x14 / White / 2x3,11x14,Picture Frame,00198301386944,,12.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810478150
description contradicts title size,"description quotes 16x16, 5x7 but the title says 12x16 -- trust 12x16",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 12x16 / Black / 4x6,12x16,Picture Frame,00810131997861,,15.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167808872518
description contradicts title size,"description quotes 16x16, 5x7 but the title says 12x16 -- trust 12x16",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 12x16 / Gold / 4x6,12x16,Picture Frame,00810131997885,,16.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167808905286
description contradicts title size,"description quotes 16x16, 5x7 but the title says 12x16 -- trust 12x16",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 12x16 / Silver / 4x6,12x16,Picture Frame,00810131997892,,16.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167808938054
description contradicts title size,"description quotes 16x16, 5x7 but the title says 12x16 -- trust 12x16",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 12x16 / White / 4x6,12x16,Picture Frame,00810131997908,,9.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167808970822
description contradicts title size,"description quotes 16x16, 5x7 but the title says 14x14 -- trust 14x14",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 14x14 / Black / 4x6,14x14,Picture Frame,00810131997915,,17.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809003590
description contradicts title size,"description quotes 16x16, 5x7 but the title says 14x14 -- trust 14x14",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 14x14 / Black / 4x6 Black,14x14,Picture Frame,00198301387835,,19.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167811067974
description contradicts title size,"description quotes 16x16, 5x7 but the title says 14x14 -- trust 14x14",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 14x14 / Gold / 4x6,14x14,Picture Frame,00810131997939,,19.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809036358
description contradicts title size,"description quotes 16x16, 5x7 but the title says 14x18 -- trust 14x18",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 14x18 / Black / 5x7,14x18,Picture Frame,00810131997960,,19.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809790022
description contradicts title size,"description quotes 16x16, 5x7 but the title says 14x18 -- trust 14x18",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 14x18 / Gold / 5x7,14x18,Picture Frame,00810131997984,,21.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809134662
description contradicts title size,"description quotes 16x16, 5x7 but the title says 14x18 -- trust 14x18",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 14x18 / Silver / 5x7,14x18,Picture Frame,00810131997991,,21.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809167430
description contradicts title size,"description quotes 16x16, 5x7 but the title says 14x18 -- trust 14x18",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 14x18 / White / 5x7,14x18,Picture Frame,00810131998004,,20.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809822790
description contradicts title size,"description quotes 16x16, 5x7 but the title says 16x20 -- trust 16x20",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 16x20 / Black / 6x8,16x20,Picture Frame,00810131998066,,21.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809298502
description contradicts title size,"description quotes 16x16, 5x7 but the title says 16x20 -- trust 16x20",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 16x20 / Gold / 6x8,16x20,Picture Frame,00810131998080,,24.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809331270
description contradicts title size,"description quotes 16x16, 5x7 but the title says 16x20 -- trust 16x20",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 16x20 / Silver / 6x8,16x20,Picture Frame,00810131998097,,24.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809364038
description contradicts title size,"description quotes 16x16, 5x7 but the title says 16x20 -- trust 16x20",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 16x20 / White / 6x8,16x20,Picture Frame,00810131998103,,16.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809855558
description contradicts title size,"description quotes 16x16, 5x7 but the title says 16x24 -- trust 16x24",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 16x24 / White / 8x12,16x24,Picture Frame,00198301386838,,24.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810412614
description contradicts title size,"description quotes 16x16, 5x7 but the title says 18x18 -- trust 18x18",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 18x18 / Black / 8.5x11,18x18,Picture Frame,00198301386883,,24.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810347078
description contradicts title size,"description quotes 16x16, 5x7 but the title says 18x18 -- trust 18x18",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 18x18 / Black / 8x8,18x18,Picture Frame,00198301202725,,23.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810084934
description contradicts title size,"description quotes 16x16, 5x7 but the title says 18x18 -- trust 18x18",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 18x18 / White / 8.5x11,18x18,Picture Frame,00198301386951,,24.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810281542
description contradicts title size,"description quotes 16x16, 5x7 but the title says 18x18 -- trust 18x18",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 18x18 / White / 8x8,18x18,Picture Frame,00198301386852,,24.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810379846
description contradicts title size,"description quotes 16x16, 5x7 but the title says 18x24 -- trust 18x24",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 18x24 / Black / 8x10,18x24,Picture Frame,00810131998110,,24.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809888326
description contradicts title size,"description quotes 16x16, 5x7 but the title says 18x24 -- trust 18x24",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 18x24 / Black / 8x10 Black,18x24,Picture Frame,00198301387866,,31.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810969670
description contradicts title size,"description quotes 16x16, 5x7 but the title says 18x24 -- trust 18x24",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 18x24 / Gold / 8x10,18x24,Picture Frame,00810131998134,,26.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809396806
description contradicts title size,"description quotes 16x16, 5x7 but the title says 18x24 -- trust 18x24",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 18x24 / Silver / 8x10,18x24,Picture Frame,00810131998141,,26.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809429574
description contradicts title size,"description quotes 16x16, 5x7 but the title says 20x20 -- trust 20x20",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 20x20 / Black / 10x10,20x20,Picture Frame,00198301386920,,27.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810314310
description contradicts title size,"description quotes 16x16, 5x7 but the title says 20x20 -- trust 20x20",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 20x20 / Black / 8x10,20x20,Picture Frame,00810131998165,,29.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809495110
description contradicts title size,"description quotes 16x16, 5x7 but the title says 20x20 -- trust 20x20",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 20x20 / Black / 8x10 Black,20x20,Picture Frame,00198301387859,,29.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167811002438
description contradicts title size,"description quotes 16x16, 5x7 but the title says 20x20 -- trust 20x20",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 20x20 / Silver / 8x10,20x20,Picture Frame,00810131998196,,29.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809560646
description contradicts title size,"description quotes 16x16, 5x7 but the title says 20x20 -- trust 20x20",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 20x20 / White / 10x10,20x20,Picture Frame,00198301386999,,27.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810248774
description contradicts title size,"description quotes 16x16, 5x7 but the title says 20x20 -- trust 20x20",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 20x20 / White / 8x10,20x20,Picture Frame,00810131998202,,26.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809593414
description contradicts title size,"description quotes 16x16, 5x7 but the title says 20x26 -- trust 20x26",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 20x26 / Black / 11x14,20x26,Picture Frame,00810131998219,,29.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809921094
description contradicts title size,"description quotes 16x16, 5x7 but the title says 20x26 -- trust 20x26",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 20x26 / Black / 11x14 Black,20x26,Picture Frame,00198301387873,,34.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810936902
description contradicts title size,"description quotes 16x16, 5x7 but the title says 20x26 -- trust 20x26",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 20x26 / Gold / 11x14,20x26,Picture Frame,00810131998233,,32.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809626182
description contradicts title size,"description quotes 16x16, 5x7 but the title says 20x26 -- trust 20x26",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 20x26 / Silver / 11x14,20x26,Picture Frame,00810131998240,,32.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809658950
description contradicts title size,"description quotes 16x16, 5x7 but the title says 20x26 -- trust 20x26",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 20x26 / White / 11x14,20x26,Picture Frame,00810131998257,,29.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809953862
description contradicts title size,"description quotes 16x16, 5x7 but the title says 22x28 -- trust 22x28",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 22x28 / Black / 11x17,22x28,Picture Frame,00198301386906,,37.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810740294
description contradicts title size,"description quotes 16x16, 5x7 but the title says 22x28 -- trust 22x28",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 22x28 / Black / 12x16,22x28,Picture Frame,00198301386913,,37.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810773062
description contradicts title size,"description quotes 16x16, 5x7 but the title says 22x28 -- trust 22x28",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 22x28 / White / 11x17,22x28,Picture Frame,00198301386975,,37.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810838598
description contradicts title size,"description quotes 16x16, 5x7 but the title says 22x28 -- trust 22x28",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 22x28 / White / 12x16,22x28,Picture Frame,00198301386982,,37.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810871366
description contradicts title size,"description quotes 16x16, 5x7 but the title says 24x24 -- trust 24x24",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 24x24 / Black / 11x14,24x24,Picture Frame,00810131998264,,32.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809691718
description contradicts title size,"description quotes 16x16, 5x7 but the title says 24x24 -- trust 24x24",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 24x24 / Black / 11x14 Black,24x24,Picture Frame,00198301387880,,39.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810904134
description contradicts title size,"description quotes 16x16, 5x7 but the title says 24x24 -- trust 24x24",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 24x24 / Black / 12x12,24x24,Picture Frame,00198301202718,,32.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810183238
description contradicts title size,"description quotes 16x16, 5x7 but the title says 24x24 -- trust 24x24",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 24x24 / Gold / 11x14,24x24,Picture Frame,00810131998288,,34.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809724486
description contradicts title size,"description quotes 16x16, 5x7 but the title says 24x24 -- trust 24x24",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 24x24 / Silver / 11x14,24x24,Picture Frame,00810131998295,,34.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809757254
description contradicts title size,"description quotes 16x16, 5x7 but the title says 24x24 -- trust 24x24",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 24x24 / White / 11x14,24x24,Picture Frame,00810131998301,,32.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167809986630
description contradicts title size,"description quotes 16x16, 5x7 but the title says 24x24 -- trust 24x24",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 24x24 / White / 12x12,24x24,Picture Frame,00198301386845,,32.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810609222
description contradicts title size,"description quotes 16x16, 5x7 but the title says 24x30 -- trust 24x30",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 24x30 / Black / 13x19,24x30,Picture Frame,00198301386890,,44.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810641990
description contradicts title size,"description quotes 16x16, 5x7 but the title says 24x30 -- trust 24x30",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 24x30 / Black / 14x17,24x30,Picture Frame,00198301386869,,44.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810707526
description contradicts title size,"description quotes 16x16, 5x7 but the title says 24x30 -- trust 24x30",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 24x30 / Black / 9x12,24x30,Picture Frame,00198301202732,,33.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810216006
description contradicts title size,"description quotes 16x16, 5x7 but the title says 24x30 -- trust 24x30",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 24x30 / White / 13x19,24x30,Picture Frame,00198301386968,,44.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810674758
description contradicts title size,"description quotes 16x16, 5x7 but the title says 24x30 -- trust 24x30",11x14 | White | Picture Frame | Matted to 2x3 | Streamline 24x30 / White / 14x17,24x30,Picture Frame,00198301386937,,44.99,yes,https://americanflat.com/products/thin-border-picture-frame-shatter-resistant-plexiglass-wall-art-display,shopify_US_8423982760006_45167810805830
description contradicts title size,description quotes 8.5x11 but the title says 11x16 -- trust 11x16,"11x16 Gold Displays 8.5""x11"" Diploma and Tassel. Tempered Shatter-Resistant Glass - Diploma Frame",11x16,Diploma Frame,00198301199148,GRAD1116PBRASS,31.99,no,https://americanflat.com/products/11x16-gold-2-opening-mat-displays-8-5x11-diploma-or-certificate-and-tassel-tempered-shatter-resistant-glass-diploma-frame_framed-print,shopify_US_7263729320006_40950227697734
description contradicts title size,description quotes 8.5x11 but the title says 11x16 -- trust 11x16,11x16 in Walnut Displays 8.5x11 Diplomas with Tassel - Shatter Resistant Glass - Diploma Frame,11x16,Diploma Frame,00198301199131,GRAD1116WALNUT,31.99,yes,https://americanflat.com/products/11x16-in-walnut-with-2-opening-mats-displays-8-5x11-diplomas-with-tassel-shatter-resistant-glass-diploma-frame_framed-print,shopify_US_7263822020678_40950618226758
description contradicts title size,"description quotes 5x7, 8.5x11 but the title says 11x18 -- trust 11x18",11x18 Diploma Frame with 5x7 Picture Frame Duo | Choose Color Lightwood,11x18,Picture Frame,00198301199186,,26.99,no,https://americanflat.com/products/11x18-graduation-frame-with-2-opening-mat-displays-5x7-picture-frame-and-8-5x11-diploma-frame,shopify_US_7304003256390_41109628649542
description contradicts title size,"description quotes 5x7, 8.5x11 but the title says 11x18 -- trust 11x18",11x18 | Black | Document Frame | Legacy Black,11x18,Picture Frame,00198301199155,,24.99,yes,https://americanflat.com/products/11x18-graduation-frame-with-2-opening-mat-displays-5x7-picture-frame-and-8-5x11-diploma-frame,shopify_US_7304003256390_41109628551238
description contradicts title size,"description quotes 5x7, 8.5x11 but the title says 11x18 -- trust 11x18",11x18 | Black | Document Frame | Legacy Gold,11x18,Picture Frame,00198301199209,,26.99,yes,https://americanflat.com/products/11x18-graduation-frame-with-2-opening-mat-displays-5x7-picture-frame-and-8-5x11-diploma-frame,shopify_US_7304003256390_41109628715078
description contradicts title size,"description quotes 5x7, 8.5x11 but the title says 11x18 -- trust 11x18",11x18 | Black | Document Frame | Legacy Oak,11x18,Picture Frame,00198301199179,,26.99,yes,https://americanflat.com/products/11x18-graduation-frame-with-2-opening-mat-displays-5x7-picture-frame-and-8-5x11-diploma-frame,shopify_US_7304003256390_41109628616774
description contradicts title size,"description quotes 5x7, 8.5x11 but the title says 11x18 -- trust 11x18",11x18 | Black | Document Frame | Legacy Walnut,11x18,Picture Frame,00198301199162,,26.99,yes,https://americanflat.com/products/11x18-graduation-frame-with-2-opening-mat-displays-5x7-picture-frame-and-8-5x11-diploma-frame,shopify_US_7304003256390_41109628584006
description contradicts title size,description quotes 8x10 but the title says 12x12 -- trust 12x12,12x12 Picture Frame | Classic Gallery Picture Frame | Black - Galleria Collection | Set of 5 - Americanflat,12x12,Picture Frame,00810131993795,,54.99,yes,https://americanflat.com/products/picture-frame-set-of-5-gallery-wall-frame-set-horizontal-or-vertical-display-collage-wall-decor,shopify_US_7297968046150_43739386576966
description contradicts title size,description quotes 16x20 but the title says 12x12 -- trust 12x12,12x12 | Matted to 4x6 | Black | Signature Matted Engineered Wood Collage Frame | 4 Opening | Americanflat,12x12,Collage Frame,00198301010498,CF1212BLK446,14.99,yes,https://americanflat.com/products/americanflat-16x20-collage-picture-frame-fits-one-6x8-four-5x7-and-four-4x4-photos-or-one-16x20-photo,shopify_US_7607908040774_46243811164230
description contradicts title size,description quotes 16x20 but the title says 12x12 -- trust 12x12,12x12 | Matted to 4x6 | White | Signature Matted Engineered Wood Collage Frame | 4 Opening | Americanflat,12x12,Collage Frame,00198301010283,CF1212WHT446,17.99,yes,https://americanflat.com/products/americanflat-16x20-collage-picture-frame-fits-one-6x8-four-5x7-and-four-4x4-photos-or-one-16x20-photo,shopify_US_7607908040774_46243811196998
description contradicts title size,description quotes 19x27 but the title says 12x14 -- trust 12x14,12x14 Black - Thin Border for Horizontal or Vertical Display Format - Picture Frame,12x14,Picture Frame,00810131993153,LX1214BLKNOMAT,14.99,no,https://americanflat.com/products/12x14-black-thin-border-for-horizontal-or-vertical-display-format-picture-frame,shopify_US_7274308304966_41006068727878
description contradicts title size,description quotes 8x10 but the title says 12x17 -- trust 12x17,12x17 | Picture Frame | Black | Modern - Premium Quality 12x17 / Black,12x17,Poster Frame,00810131996116,,19.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112753176646
description contradicts title size,description quotes 8x10 but the title says 12x24 -- trust 12x24,12x17 | Picture Frame | Black | Modern - Premium Quality 12x24 / Black,12x24,Poster Frame,00810131996079,,26.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112753242182
description contradicts title size,description quotes 8x10 but the title says 13x16 -- trust 13x16,12x17 | Picture Frame | Black | Modern - Premium Quality 13x16 / Black,13x16,Poster Frame,00810131996130,,19.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112753274950
description contradicts title size,description quotes 8x10 but the title says 13x18 -- trust 13x18,12x17 | Picture Frame | Black | Modern - Premium Quality 13x18 / Black,13x18,Poster Frame,00810131996154,,19.99,yes,https://americanflat.com/products/poster-frame-photo-frame-with-engineered-wood-frame-and-polished-plexiglass-cover-horizontal-and-vertical-formats-for-wall,shopify_US_7304710160454_41112753340486
